time (s),motor position (nm),sensor position (nm)
8.442469471999999,52328246,4146
8.447647294,52378735,3998
8.452400711,52428263,3920
8.457663812,52478262,3872
8.462514081,52529413,4800
8.46768593,52579539,3738
8.472470351,52630091,4028
8.477398763,52679326,3857
8.482443535,52730369,4163
8.48744228,52780495,3689
8.492512463,52829887,3723
8.497518585,52880533,3398
8.502389462,52930271,4023
8.507461778,52981364,4213
8.512579885,53030438,3343
8.517713016,53080403,3600
8.52266094,53130733,4818
8.527646311,53179726,4614
8.532525057,53230258,3700
8.537575309,53279459,4403
8.542414055,53329633,4132
8.547802981,53379788,4451
8.552689592,53429340,4839
8.557675856,53480467,5177
8.562602494,53528888,4262
8.567774405,53578367,4602
8.57243374,53622472,4680
8.577599897,53634151,4734
8.582676272,53523647,4186
8.587463216,53698800,5122
8.592471108,53800894,4837
8.597521064,53866475,3851
8.602676073,53922874,4139
8.607753469,53974823,3779
8.612704282,54025676,3831
8.617532323,54076567,3399
8.62245875,54128137,5043
8.627539893,54177769,4414
8.632717042,54228726,4571
8.637581798,54278606,3681
8.642738264,54329032,5090
8.647535553,54380039,4579
8.652567295,54429081,4552
8.657514004,54479765,5571
8.662561322,54530042,5299
8.667502478,54580122,5101
8.672607475,54630356,5334
8.677527403,54681143,5691
8.682512886,54730072,4981
8.687385057,54780440,4670
8.692609297,54830709,3801
8.697492391,54880382,4761
8.702534207,54931057,3783
8.707672626,54980729,4402
8.712469854,55029657,4009
8.71744896,55080869,4598
8.722506814,55130242,4064
8.727686724,55180413,4753
8.732673507,55229938,4239
8.737750967,55280448,4013
8.74240172,55329672,4584
8.747422137000001,55379605,3848
8.752433621,55429612,4040
8.757566747,55478988,4480
8.762494963,55526341,4376
8.767487827,55539624,5122
8.772682105,55403417,4466
8.777449979,55585843,37593
8.782688586,55696708,-576973
8.787711604,55767074,53599
8.792801891,55822644,-43355
8.797500131,55873618,-216499
8.80273418,55925623,-32827
8.807484857,55976067,-67266
8.812771957,56026850,-91456
8.817515478,56077751,29460
8.822652675,56128913,15130
8.827511721,56177380,-47637
8.832579987999999,56230125,-23400
8.83771851,56279672,-39900
8.842588243,56328759,-20926
8.847572689,56380495,-36737
8.852583708000001,56431122,-110776
8.85744001,56479390,-76307
8.862454183,56530349,-37605
8.867741504,56580919,-669635
8.872610192,56630616,-303885
8.8774382,56680742,-289707
8.882448037,56730471,-169015
8.887609981,56781338,42835
8.892669665,56831120,-15720
8.897454394,56880197,-188976
8.902486763,56930408,-39845
8.907494471,56979854,85457
8.91271094,57029740,113561
8.917611234,57079407,-634051
8.922667359,57130570,-60185
8.927501325,57178569,63582
8.932500409,57229368,27385
8.937538939,57280022,178879
8.942454482,57328495,53230
8.947526683,57376879,-13074
8.952474422,57418176,105968
8.957530817,57412901,167479
8.962497873,57347456,733368
8.967564292,57511395,-75136
8.972475496,57602091,473861
8.977790539,57666500,426275
8.982624654,57723030,259621
8.987439165,57774332,96675
8.992639529,57826350,292954
8.997432354,57876141,297279
9.002647753,57926541,181037
9.007701572,57978539,677548
9.012410275,58028658,-403025
9.017592935,58078195,273368
9.022637301,58129813,107131
9.027561133,58179443,-202538
9.032714699,58228755,1209
9.037584254,58279541,155570
9.042677459,58329418,232737
9.04748115,58379552,295290
9.052522692,58431873,154200
9.05765562,58478700,157818
9.062501214,58528834,259421
9.067681653,58581329,427132
9.072584671,58630014,300068
9.077528386000001,58679946,311073
9.08256223,58731984,225137
9.087641784,58779953,760622
9.092725708,58830812,-280750
9.097743494,58880937,478579
9.102470511,58929472,202368
9.10742942,58979680,15000
9.112630726,59029648,78421
9.117686356,59079743,270854
9.122560625,59129501,266787
9.127580053,59178562,295095
9.132458087,59228664,149699
9.137518693,59275766,116232
9.14250747,59300334,211059
9.14771932,59130329,121116
9.152593892,59309699,99522
9.15759552,59436719,100295
9.16258659,59512865,202600
9.167720528,59570994,-176586
9.172494591,59624724,299233
9.177487943,59676820,103479
9.182554426,59725889,-46180
9.187432928,59777338,120478
9.192645961,59828104,139350
9.197482627,59877635,131628
9.202549895,59929844,677924
9.207572933,59979014,-348638
9.212435812,60027624,-314786
9.217473523,60080513,25324
9.222604891,60130374,173776
9.22770202,60179063,11267
9.232669584,60231116,130829
9.237407367,60281442,879948
9.242477474,60328628,-504330
9.247540616,60379389,32874
9.252548746,60431403,119220
9.257712484,60479775,251894
9.262785771,60529967,145639
9.267572049,60581778,45060
9.272449493,60629733,87659
9.277656877,60681199,-13287
9.282441572,60731268,491209
9.287649173,60780351,495073
9.292540266,60829591,355431
9.297505004,60881029,410409
9.302638911,60930608,291687
9.307678778,60978546,417022
9.312463189,61029683,345037
9.317480744,61079663,1236411
9.32269537,61128224,-244941
9.327437603,61174559,247297
9.332544962,61194079,218450
9.337470163,61038222,313367
9.342751215,61224362,218680
9.347649361,61342682,307552
9.352598777,61413784,168170
9.357704426,61471336,77843
9.362613587,61525192,59665
9.367450822,61575413,407271
9.372479092,61624255,-127327
9.377364243,61677100,15061
9.382437171,61727771,-8389
9.387515455,61778242,118581
9.392597137,61828792,100041
9.397542994,61879286,622451
9.402537714,61929442,-304215
9.407652672,61980476,245968
9.412609823,62030084,193760
9.417761999,62079006,77877
9.422632411,62129242,120973
9.427542226,62181541,371994
9.432481233,62230054,243241
9.437526361,62279920,802775
9.442436952,62330608,337142
9.447429144000001,62380286,225553
9.452484895,62430125,403327
9.457547115,62481558,239239
9.462499886,62529711,181024
9.467615281,62581037,270794
9.472560834,62630279,217838
9.477670822,62679445,215814
9.482626543,62731056,297768
9.487416051,62779705,266021
9.4926606,62828745,292906
9.497572977,62880338,293508
9.502428299,62929968,287473
9.507533969,62978037,315098
9.512484002,63028179,324965
9.517452174,63068387,307507
9.52256635,63069672,274721
9.527639763,62996091,277922
9.532706551,63160070,275374
9.537508667,63252452,273852
9.542589038,63318469,278758
9.547584112,63373237,281869
9.552476668,63425505,275351
9.557473956,63476087,282956
9.562481537,63526512,284747
9.567559601,63576957,280863
9.572621483,63628990,285165
9.577633887,63679120,285462
9.582407103,63728617,279832
9.587700262,63779763,282315
9.592468682,63829402,281546
9.597490486,63880211,280729
9.602635138,63930530,283750
9.60749901,63980076,280055
9.612769645,64030661,278976
9.617684704,64080590,281532
9.622601046,64131491,278670
9.627660606,64180301,279403
9.632469571,64230898,282423
9.63776433,64281677,279500
9.642694069000001,64329996,280043
9.647663393,64381108,281789
9.652581473,64431295,281611
9.657688483,64480140,280552
9.662577698,64531134,282557
9.667571034,64580973,281462
9.672594124,64630805,280905
9.677535718,64680653,280447
9.682562821,64730654,280774
9.687566799,64779770,281109
9.69257897,64830488,281971
9.697668569,64879481,280403
9.702553918,64928628,281106
9.70742495,64972072,281266
9.712781318,64981658,281342
9.717611984,64876927,281392
9.7225007,65053010,282008
9.727679409,65152938,282962
9.732688442,65218993,281631
9.737404533,65273138,282517
9.742473734,65325557,281308
9.747653215,65376196,281115
9.752586965999999,65426820,282044
9.757570158,65478348,281224
9.762504076,65528118,281400
9.767408496,65578497,281768
9.772611628,65629694,280378
9.777474249,65679749,278725
9.782599849,65729810,280322
9.787383264,65779515,280752
9.792433013,65830228,281718
9.797503126,65880755,280218
9.802591934,65929967,281235
9.807511923,65980138,280746
9.812418941,66030657,281365
9.817365513,66080405,280190
9.822698122,66130507,281178
9.827515588,66181683,281442
9.832730134,66230638,281543
9.837624651,66280430,281069
9.842677887,66330800,281285
9.847570048,66380668,280463
9.852664813,66430847,280794
9.857781768,66481024,280894
9.862391823,66529965,280547
9.867621792,66579915,280938
9.872712963,66630234,283962
9.877529024,66679106,-447503
9.882586914000001,66729879,10797
9.887500228,66779291,-308040
9.892534072,66828235,-255359
9.897576393,66876012,15190
9.902692003,66889934,543374
9.907732616,66753385,-234308
9.912589728,66937354,-63621
9.917761093,67046920,362450
9.922695329,67116529,531688
9.927494994,67173170,1065442
9.932697481,67224198,-547105
9.93740977,67274398,230496
9.942441531,67328409,772551
9.947579823,67375723,-96869
9.952545351,67425397,125613
9.957725954,67479756,688992
9.962502049,67529173,1476898
9.967592092,67577235,-261008
9.97267985,67629778,577879
9.97755149,67679513,306107
9.982666426,67728054,251551
9.9874786,67779902,464060
9.992597332,67830872,-27125
9.997593108,67878971,745516
10.002497909,67930468,278522
10.007678599,67981197,-233065
10.012488647,68030540,125813
10.017432444,68081191,1120809
10.02269008,68131091,-308004
10.027485867,68178950,444808
10.032516662,68231655,218506
10.03750704,68280532,162041
10.04271652,68328454,-87016
10.047479558,68382405,815407
10.052632461,68431082,445118
10.057446398,68477378,773707
10.062560503,68530659,-445683
10.067427631,68580165,1142
10.072586722,68627755,581546
10.077642239,68680275,-394089
10.082583963,68727975,-28392
10.087515887,68761452,487086
10.09249085,68654135,-446334
10.097601586,68719646,-37285
10.102633985,68870492,259815
10.107634464,68958555,691252
10.112489867,69020307,-176304
10.117758936,69072268,151396
10.122680451,69126623,402469
10.127431415,69176052,-338159
10.132694563,69225977,661051
10.137638801,69278860,265367
10.142493005,69326192,163498
10.147691218,69377878,293251
10.152723117,69430757,163451
10.157500102,69477781,176799
10.162512366,69529237,332250
10.167605924,69581795,-494633
10.172533284,69629064,184463
10.177546338,69680407,92996
10.182707241,69731529,-118432
10.187501549,69779721,74333
10.192769342,69831471,84359
10.197581514,69881381,-110063
10.202533958,69930218,106954
10.207584843,69981269,286023
10.212646181,70030477,196181
10.217481321,70080502,141137
10.222544524,70131213,212569
10.227745203,70180284,245822
10.232404917,70229034,121332
10.237482281,70281290,117569
10.242698919,70330827,132979
10.247497034,70379197,128273
10.252432382,70430458,132991
10.257457154,70479762,118389
10.26245654,70528867,74335
10.267492122,70580172,128448
10.272546912,70627096,114309
10.277522023,70650983,146743
10.282595615,70480774,172537
10.287454509,70656864,124303
10.292740642,70785625,141655
10.297718482,70862824,168803
10.302590249,70920344,130256
10.30743391,70973608,136907
10.312649348,71026152,165376
10.317472558,71076449,132634
10.322577336,71127167,124669
10.32754761,71177411,142933
10.332743423,71228566,133240
10.337526943,71278832,139235
10.342510052,71329341,145019
10.347697855,71379536,139762
10.352471697,71428754,141433
10.357624278,71480138,140313
10.362662304,71529889,141396
10.367689531,71579905,141894
10.372447201,71630915,141529
10.377511376,71680480,138576
10.382469377,71730689,142329
10.387472041,71781090,140539
10.392724175,71830096,139429
10.397379102,71879778,140352
10.402721711,71931330,141663
10.407456116,71980147,139108
10.412681221,72029723,139806
10.417454747,72080259,141727
10.422555392,72130551,141121
10.42758636,72180548,140977
10.43271985,72228928,141828
10.437573807,72279567,141397
10.442691665,72329186,140147
10.447493856,72379449,141110
10.452571624,72429762,142023
10.457693629,72478212,140409
10.462602101,72524688,140777
10.467626714,72538479,141457
10.47251763,72408703,140329
10.477626104,72587840,141410
10.482444529,72695688,140592
10.487622336,72766388,140273
10.492441636,72821687,143108
10.497497985,72874978,140415
10.502461769,72925356,140556
10.507398616,72975669,142168
10.512656189,73027248,141109
10.517546797,73077915,140389
10.522514246,73129567,141087
10.527441962,73178133,140804
10.532646584,73229690,141193
10.537510807,73280262,140625
10.542741859,73329665,140557
10.547694846,73379674,141332
10.552513976,73431174,141226
10.557490896000001,73480215,627894
10.562448314,73531222,-319804
10.567637996,73580454,347601
10.572644639,73631262,178349
10.577537161,73680704,8215
10.582444851,73731236,27001
10.587685094,73781427,218703
10.592553968,73831154,-80911
10.597506093,73881622,624806
10.602622601,73932025,511702
10.607394249,73979767,264135
10.612767545,74030334,-145817
10.617679969,74082029,498117
10.622718975,74129608,263594
10.62762787,74179186,158715
10.632396942,74231691,450403
10.637735093,74279916,413014
10.642535762,74328375,65096
10.647703577,74379068,233175
10.652623677,74425255,422246
10.657451118000001,74437125,135772
10.662608185,74310877,81431
10.667608358,74492659,162107
10.672837858,74597924,270009
10.677566407,74666922,187896
10.68242478,74722374,-302021
10.687681716,74775293,-417707
10.692529792,74826317,-225749
10.697538582,74876716,-147882
10.702717896,74927751,33885
10.707716605,74978478,-15268
10.71262905,75028940,-192573
10.717539721,75080773,-27256
10.722692418,75129121,103266
10.727712869,75179041,130502
10.732604431,75230850,83072
10.737599883,75280228,90538
10.742403771,75328968,232371
10.747594544,75380815,175637
10.752684476,75430519,105103
10.757685884,75479830,152392
10.762536838,75531242,101759
10.767589021,75580725,66592
10.77257519,75630616,91760
10.777565777,75681151,102659
10.782433563,75731043,-453884
10.787603433,75780333,-188688
10.79268117,75830601,-230396
10.797614528,75880391,-210868
10.802440857,75931011,-242720
10.807444925,75980970,-482526
10.812647523999999,76029742,-169105
10.817554547,76080799,-32938
10.822584393,76130289,29815
10.827511606,76178964,-68223
10.832538141,76229374,-150505
10.837745319,76279367,273548
10.842507525,76326225,297309
10.847636119,76339879,291449
10.852698052000001,76202862,554609
10.857421903,76385662,-321934
10.862538247,76495456,271537
10.867571445,76565168,129228
10.872633582,76622446,249348
10.877491086,76674966,1034387
10.882697841,76725401,-18161
10.887644198,76775853,214653
10.8925912,76827039,202442
10.897708716,76877917,202779
10.902583965,76928109,131493
10.907728857,76979134,144272
10.912672342,77029345,142065
10.917601845,77079393,110240
10.922545325,77130015,9930
10.927647050000001,77180392,549513
10.932594488,77230599,-381156
10.937509077,77279361,167572
10.942568996,77331130,109663
10.947592623,77379882,-131588
10.952723942,77430807,13822
10.957430817,77480833,178783
10.962526412,77529687,232027
10.967775742,77579485,496158
10.972555574,77632087,-132057
10.97749635,77680357,276004
10.982492634,77729847,183541
10.987482468,77779398,30576
10.992665011,77829715,127739
10.997569245,77879977,129018
11.002493845,77930110,67893
11.007499068,77979243,118959
11.01255461,78029023,683939
11.017457468,78080372,-553568
11.022749422,78128328,-36492
11.027489357,78178541,48279
11.032684011,78212371,-74465
11.037471562,78120702,-93655
11.042419199,78168475,96797
11.04749628,78317776,111074
11.052516758,78406403,133734
11.057756368,78470812,28664
11.062573608,78522309,23387
11.067433784,78574413,99995
11.07256221,78626706,35033
11.07775305,78676317,-36442
11.082504223,78726587,17098
11.087502739,78779538,377768
11.092759826,78828568,-65717
11.097605135,78878765,234453
11.102539311,78930721,322924
11.107508808,78979838,342064
11.112626594,79029413,342272
11.117478717,79081153,328071
11.122711592,79130897,250927
11.127567918,79179815,298440
11.132667233,79231153,414762
11.137519927,79280851,379290
11.142681825,79330631,349458
11.147593893,79381000,967708
11.153236013,79431702,1072874
11.157522406,79479495,1231963
11.162455218,79530418,1295189
11.167459327,79581618,1320468
11.172481445,79629182,1308934
11.177544176,79680828,1227153
11.182497482,79730493,1253269
11.187663963,79779636,1306857
11.192696331,79830008,1308214
11.197701534,79880243,1277416
11.202446158,79929101,1279546
11.207448038,79979211,1285402
11.21246443,80029556,1282824
11.21779605,80076258,1280748
11.222695246,80106021,2343047
11.227516907,79944748,2082911
11.232432554,80091537,2176857
11.237447233,80229255,2289930
11.242742015,80311965,2291458
11.247840689,80369988,2274470
11.252846909,80423573,2254485
11.257614439,80476379,2233233
11.262452041,80525525,2238409
11.267681879,80576566,2265875
11.272594612,80628235,3533506
11.277772882,80679007,3750171
11.282555424,80728862,3756390
11.287454634,80779470,3762280
11.29255082,80829660,3759464
11.297731197,80879659,3769092
11.302522524,80929954,3941546
11.307588544,80980040,5532470
11.313407107,81030612,5645265
11.317550566,81081263,5626645
11.322574183,81130641,5595321
11.327564746,81180760,5586557
11.332467755,81230960,5551256
11.337573425,81280564,5802455
11.3425146,81331123,7286132
11.347589466,81380715,7397604
11.35268966,81430996,7383370
11.35764088,81479765,7359763
11.362558459,81530313,7339059
11.367535752,81580638,8885385
11.372400468,81630637,9065091
11.377403451,81680864,9174812
11.382618891,81729141,9169095
11.387521331,81778814,9113261
11.392575525,81830249,9166828
11.397592162,81879789,9176499
11.402420432,81929277,9103248
11.40767673,81976150,10920199
11.412525035,82000562,10955246
11.417668336,81831618,11023779
11.422469368,82008981,11011057
11.427570499,82136307,10985147
11.4327039,82213263,11017041
11.437593446,82270321,10992960
11.44279895,82324024,10928112
11.447563113,82375061,10934482
11.452516234,82426741,10990449
11.457471593,82477775,10996894
11.462396444,82527153,10970979
11.467518795,82577894,10963001
11.472596677,82628967,12177367
11.477449505,82678232,12646711
11.48273807,82728877,12765351
11.487460835,82779712,12756391
11.492495367,82830718,12792548
11.497541608,82879813,12796717
